"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.822074510E-1,4.950000439E-3,-4.500000179E-2,2.805000171E-2,5.325697383E-2
6.847178260E-1,-1.605000161E-2,-4.800000042E-2,4.005000368E-2,6.454150127E-2
6.872310570E-1,-1.995000057E-2,-7.905000448E-2,9.000000544E-3,8.202381204E-2
6.897387510E-1,7.050000131E-3,-6.705000252E-2,1.050000079E-3,6.742779723E-2
6.922492110E-1,0.000000000E0,-6.495000422E-2,1.605000161E-2,6.690370393E-2
6.947596620E-1,3.000000026E-3,-3.105000220E-2,2.805000171E-2,4.195122445E-2
6.972726620E-1,1.395000052E-2,-5.295000225E-2,2.505000122E-2,6.021468105E-2
6.997803570E-1,0.000000000E0,-4.800000042E-2,5.205000192E-2,7.080397404E-2
7.022908160E-1,1.395000052E-2,-4.995000362E-2,6.599999964E-2,8.393810416E-2
7.048012740E-1,-4.050000105E-3,-4.305000231E-2,3.705000132E-2,5.694214430E-2
7.073145040E-1,-1.800000109E-2,-4.095000029E-2,2.805000171E-2,5.279872308E-2
7.098221220E-1,-1.800000109E-2,-3.600000218E-2,5.595000088E-2,6.892316588E-2
7.123326580E-1,-3.705000132E-2,-5.700000376E-2,3.195000067E-2,7.511661314E-2
7.148430280E-1,4.950000439E-3,-4.305000231E-2,1.605000161E-2,4.621047235E-2
7.173563360E-1,-6.000000052E-3,-3.105000220E-2,0.000000000E0,3.162439940E-2
7.198639530E-1,0.000000000E0,-3.299999982E-2,3.705000132E-2,4.961554783E-2
7.223744130E-1,-1.305000018E-2,-3.299999982E-2,1.605000161E-2,3.894746519E-2
7.248848740E-1,-1.605000161E-2,-6.495000422E-2,3.495000303E-2,7.548250335E-2
7.273981050E-1,1.200000010E-2,-7.905000448E-2,4.005000368E-2,8.942542147E-2
7.299057990E-1,1.695000008E-2,-6.000000238E-2,1.605000161E-2,6.438093926E-2
7.324162590E-1,-1.800000109E-2,-5.295000225E-2,4.005000368E-2,6.878739399E-2
7.349264710E-1,-1.095000096E-2,-7.395000011E-2,6.599999964E-2,9.972213891E-2
7.374397010E-1,1.005000062E-2,-1.695000008E-2,4.395000264E-2,4.816542066E-2
7.399473960E-1,1.005000062E-2,-2.595000155E-2,4.395000264E-2,5.201930243E-2
7.424578550E-1,-6.000000052E-3,-6.195000187E-2,2.805000171E-2,6.826862623E-2
7.449683170E-1,1.200000010E-2,-3.105000220E-2,1.605000161E-2,3.695544873E-2
7.474815470E-1,4.950000439E-3,-2.205000073E-2,2.295000106E-2,3.220881223E-2
7.499891650E-1,3.600000218E-2,-6.495000422E-2,4.200000316E-2,8.531414578E-2
7.524996240E-1,-7.950000465E-3,-1.395000052E-2,3.195000067E-2,3.575762247E-2
7.550100720E-1,-1.305000018E-2,-1.200000010E-2,1.605000161E-2,2.391453656E-2
7.575233030E-1,-4.050000105E-3,-4.800000042E-2,1.095000096E-2,4.939944394E-2
7.600309970E-1,1.695000008E-2,-4.800000042E-2,1.995000057E-2,5.467453763E-2
7.625412260E-1,-1.095000096E-2,-2.400000021E-2,3.195000067E-2,4.143313980E-2
7.650516680E-1,1.005000062E-2,-5.505000427E-2,2.295000106E-2,6.048312188E-2
7.675648990E-1,-2.805000171E-2,-3.795000166E-2,3.495000303E-2,5.872399793E-2
7.700725930E-1,-3.495000303E-2,-2.895000204E-2,0.000000000E0,4.538287485E-2
7.725830530E-1,4.950000439E-3,-6.495000422E-2,1.050000079E-3,6.514681921E-2
7.750935150E-1,-1.605000161E-2,-7.395000011E-2,1.605000161E-2,7.735507494E-2
7.776067310E-1,-1.050000079E-3,-4.995000362E-2,-1.200000010E-2,5.138195563E-2
7.801143490E-1,1.200000010E-2,-4.995000362E-2,9.000000544E-3,5.215364680E-2
7.826248080E-1,3.405000269E-2,-4.095000029E-2,3.705000132E-2,6.487686649E-2
7.851352700E-1,1.200000010E-2,-3.600000218E-2,3.195000067E-2,4.960647843E-2
7.876485050E-1,1.395000052E-2,-3.600000218E-2,4.695000127E-2,6.078573262E-2
7.901561990E-1,2.595000155E-2,-6.195000187E-2,1.050000079E-3,6.717371370E-2
7.926666580E-1,1.005000062E-2,-2.205000073E-2,6.000000052E-3,2.496407509E-2
7.951771200E-1,-1.995000057E-2,9.000000544E-3,2.805000171E-2,3.557815521E-2
7.976903320E-1,1.695000008E-2,-5.505000427E-2,9.000000544E-3,5.829927515E-2
8.001980260E-1,1.395000052E-2,-6.900000572E-2,-1.695000008E-2,7.240791260E-2
8.027084860E-1,-7.950000465E-3,-4.800000042E-2,1.305000018E-2,5.037365435E-2
8.052187160E-1,-1.605000161E-2,-4.800000042E-2,-7.050000131E-3,5.110093046E-2
8.077319280E-1,-1.095000096E-2,-4.995000362E-2,-1.950000064E-3,5.117331222E-2
8.102396220E-1,3.105000220E-2,-3.105000220E-2,2.505000122E-2,5.055400909E-2
8.127500820E-1,-4.050000105E-3,-2.205000073E-2,-7.050000131E-3,2.350122411E-2
8.152605440E-1,0.000000000E0,-6.000000238E-2,-1.005000062E-2,6.083586770E-2
8.177736820E-1,-1.095000096E-2,-5.700000376E-2,0.000000000E0,5.804225141E-2
8.202813770E-1,2.205000073E-2,-6.195000187E-2,0.000000000E0,6.575716891E-2
8.227918360E-1,1.395000052E-2,-4.095000029E-2,6.000000052E-3,4.367499329E-2
8.253022980E-1,4.605000094E-2,4.050000105E-3,1.605000161E-2,4.893472835E-2
8.278155340E-1,2.595000155E-2,-1.905000024E-2,3.000000119E-2,4.400346760E-2
8.303232280E-1,4.950000439E-3,-2.205000073E-2,3.705000132E-2,4.339824460E-2
8.328334570E-1,1.005000062E-2,-3.795000166E-2,1.095000096E-2,4.075668852E-2
8.353439180E-1,1.695000008E-2,-4.800000042E-2,-7.050000131E-3,5.139070971E-2
8.378571350E-1,2.595000155E-2,-5.295000225E-2,0.000000000E0,5.896698499E-2
8.403648290E-1,-4.200000316E-2,-6.000000238E-2,-1.005000062E-2,7.392565904E-2
8.428752890E-1,-7.950000465E-3,-3.299999982E-2,-3.105000220E-2,4.600331654E-2
8.453857500E-1,1.005000062E-2,-3.795000166E-2,0.000000000E0,3.925818562E-2
8.478989710E-1,3.000000026E-3,-3.299999982E-2,4.050000105E-3,3.338266750E-2
8.504066660E-1,1.200000010E-2,-5.505000427E-2,1.050000079E-3,5.635251080E-2
8.529171250E-1,1.695000008E-2,-4.500000179E-2,1.095000096E-2,4.931739231E-2
8.554275100E-1,4.950000439E-3,-5.295000225E-2,4.200000316E-2,6.776581371E-2
8.579407400E-1,-1.305000018E-2,-3.600000218E-2,9.000000544E-3,3.933576834E-2
8.604484350E-1,-1.095000096E-2,-3.299999982E-2,0.000000000E0,3.476927536E-2
8.629588940E-1,1.200000010E-2,-5.505000427E-2,9.000000544E-3,5.705701519E-2
8.654693560E-1,4.950000439E-3,-5.700000376E-2,1.050000079E-3,5.722416826E-2
8.679825870E-1,4.950000439E-3,-4.995000362E-2,1.095000096E-2,5.137516800E-2
8.704902860E-1,0.000000000E0,-3.299999982E-2,4.050000105E-3,3.324759373E-2
8.730005150E-1,4.950000439E-3,-3.105000220E-2,1.050000079E-3,3.145961922E-2
8.755109760E-1,-2.805000171E-2,-3.600000218E-2,4.005000368E-2,6.071907070E-2
8.780242070E-1,1.005000062E-2,-5.700000376E-2,1.995000057E-2,6.122095608E-2
8.805318960E-1,4.950000439E-3,-4.305000231E-2,-1.200000010E-2,4.496448827E-2
8.830422790E-1,0.000000000E0,-4.305000231E-2,-1.395000052E-2,4.525378673E-2
8.855527410E-1,2.205000073E-2,-6.000000238E-2,-7.050000131E-3,6.431100466E-2
8.880659710E-1,-2.505000122E-2,-6.495000422E-2,-1.695000008E-2,7.164710819E-2
8.905736660E-1,-2.505000122E-2,-3.600000218E-2,6.000000052E-3,4.426627066E-2
8.930841250E-1,-6.000000052E-3,-4.500000179E-2,-5.295000225E-2,6.974742218E-2
8.955945870E-1,-1.350000054E-1,1.339950085E0,-3.105000220E-2,1.347091435E0
8.981075870E-1,-1.159950018E0,1.764705086E1,1.063950062E0,1.771710692E1
9.006152810E-1,1.420050025E0,3.489795303E1,-3.445050240E0,3.509632515E1
9.031257610E-1,3.976950169E0,5.290305328E1,-3.316050053E0,5.315585920E1
9.056364530E-1,4.741050243E0,7.442805481E1,-3.240000248E0,7.464924984E1
9.081494530E-1,6.292050362E0,7.843395233E1,-6.024000168E0,7.891617929E1
9.106571470E-1,7.384050369E0,7.829205322E1,-8.860950470E0,7.913713566E1
9.131676060E-1,7.968000412E0,7.830705261E1,-1.275405025E1,7.973800422E1
9.156780670E-1,8.590950012E0,7.843395233E1,-1.606800079E1,8.052248102E1
9.181912980E-1,9.553050041E0,7.843395233E1,-1.590795040E1,8.059906035E1
9.206989150E-1,9.610950470E0,7.843095398E1,-1.375800037E1,8.020640551E1
9.232094810E-1,7.798050404E0,7.843395233E1,-1.126500034E1,7.962157183E1
9.257198660E-1,5.857050419E0,7.843395233E1,-8.859000206E0,7.914967974E1
9.282330960E-1,4.240050316E0,7.843395233E1,-6.955050468E0,7.885579010E1
9.307407910E-1,2.749050140E0,7.762395477E1,-5.563950062E0,7.787164549E1
9.332512500E-1,1.731000066E0,6.721095276E1,-4.293000221E0,6.737015944E1
9.357617120E-1,9.480000734E-1,5.256600189E1,-3.105000257E0,5.266615883E1
9.382747120E-1,3.660000265E-1,4.072305298E1,-1.960950136E0,4.077188155E1
9.407824060E-1,-1.590000093E-1,3.045195198E1,-9.510000348E-1,3.046721289E1
9.432928810E-1,-6.000000238E-1,2.152395058E1,-1.939500123E-1,2.153318520E1
9.458033420E-1,-9.760500193E-1,1.395795059E1,5.740500093E-1,1.400380633E1
9.483165730E-1,-1.227000117E0,7.668000221E0,1.117050052E0,7.845480068E0
9.508242670E-1,-1.285050035E0,2.436000109E0,9.589500427E-1,2.916339367E0
9.533346500E-1,-1.273050070E0,-1.896000147E0,3.940500319E-1,2.317487533E0
9.558450910E-1,-1.050000072E0,-5.527950287E0,2.050500065E-1,5.630522181E0
9.583583220E-1,-6.979500055E-1,-8.193000793E0,1.995000057E-2,8.222699935E0
9.608660160E-1,-4.300500154E-1,-9.738000870E0,-9.795000404E-2,9.747984313E0
9.633764760E-1,-2.530499995E-1,-1.033095074E1,-1.720500141E-1,1.033548154E1
9.658869380E-1,-1.429500133E-1,-1.051995087E1,-1.840500087E-1,1.052253179E1
9.683999380E-1,-1.469999999E-1,-1.050405025E1,-2.539499998E-1,1.050814786E1
9.709076320E-1,-1.980000138E-1,-1.045305061E1,-2.080500126E-1,1.045699555E1
9.734180910E-1,-1.660500020E-1,-1.047300053E1,-2.320500165E-1,1.047688693E1
9.759285530E-1,-1.860000044E-1,-1.043205070E1,-2.470500171E-1,1.043663316E1
9.784417840E-1,-1.590000093E-1,-1.042200089E1,-2.539499998E-1,1.042630683E1
9.809494780E-1,-1.780500114E-1,-1.041300011E1,-1.990500093E-1,1.041642424E1
9.834599380E-1,-1.469999999E-1,-1.044900036E1,-2.299500108E-1,1.045256402E1
9.859703990E-1,-1.549500078E-1,-1.039800072E1,-2.370000184E-1,1.040185548E1
9.884836450E-1,-1.620000005E-1,-1.036995029E1,-2.110500038E-1,1.037336277E1
9.909912620E-1,-1.469999999E-1,-1.036005020E1,-2.370000184E-1,1.036380327E1
9.935017220E-1,-1.780500114E-1,-1.037700081E1,-2.040000111E-1,1.038053291E1
9.960121830E-1,-1.740000099E-1,-1.034295082E1,-1.960500032E-1,1.034627195E1
9.985254140E-1,-1.469999999E-1,-1.035000038E1,-1.870500147E-1,1.035273416E1
1.001033108E0,-1.759500057E-1,-1.035000038E1,-1.600500047E-1,1.035273308E1
1.003543568E0,-1.549500078E-1,-1.034100056E1,-1.800000072E-1,1.034372767E1
1.006053799E0,-1.429500133E-1,-1.031205082E1,-1.770000011E-1,1.031456038E1
1.008567030E0,-1.549500078E-1,-1.031700039E1,-1.750500053E-1,1.031964869E1
1.011074709E0,-1.590000093E-1,-1.029795074E1,-1.440000087E-1,1.030018478E1
1.013585168E0,-1.620000005E-1,-1.031895065E1,-1.129500046E-1,1.032084029E1
1.016095630E0,-1.330500096E-1,-1.033395004E1,-8.400000632E-2,1.033514788E1
1.018608861E0,-1.639500111E-1,-1.028805065E1,-1.395000052E-2,1.028936638E1
1.021116565E0,-1.519500017E-1,-1.030695057E1,1.519500017E-1,1.030919045E1
1.023627025E0,-1.429500133E-1,-1.027095032E1,5.689499974E-1,1.028768969E1
1.026137409E0,-1.309500039E-1,-1.086000061E1,3.847050190E0,1.152200314E1
1.028650640E0,-3.409500122E-1,-1.234695053E1,8.854949951E0,1.519781474E1
1.031158334E0,-1.270050049E0,-1.357095051E1,1.365600109E1,1.929430202E1
1.033668794E0,-2.295000076E0,-1.468395042E1,1.824600029E1,2.353299709E1
1.036179255E0,-2.980050087E0,-1.511700058E1,2.071905136E1,2.582021484E1
1.038692486E0,-3.705000162E0,-1.527600098E1,2.337000084E1,2.816451972E1
1.041200181E0,-4.186950207E0,-1.536195087E1,2.561100197E1,3.015698109E1
1.043710394E0,-4.420950413E0,-1.514100075E1,2.659695053E1,3.092236220E1
1.046220856E0,-4.476000309E0,-1.503795052E1,2.785200119E1,3.196730368E1
1.048734087E0,-4.432950020E0,-1.482105064E1,2.919000053E1,3.303590046E1
1.051241781E0,-4.251000404E0,-1.458105087E1,3.023595238E1,3.383623598E1
1.053752245E0,-4.099950314E0,-1.437495041E1,3.103605080E1,3.444829808E1
1.056262707E0,-3.958950281E0,-1.425300026E1,3.141000175E1,3.471900796E1
1.058775938E0,-3.712050200E0,-1.395600033E1,3.134700203E1,3.451353065E1
1.061283555E0,-3.183000088E0,-1.374795055E1,3.123000145E1,3.427025860E1
1.063794030E0,-2.695050240E0,-1.353495026E1,3.106005096E1,3.398801171E1
1.066304491E0,-2.299950123E0,-1.337700081E1,3.086400223E1,3.371676964E1
1.068817722E0,-2.065050125E0,-1.332900047E1,3.037995148E1,3.323955682E1
1.071325416E0,-1.936050057E0,-1.323795033E1,2.976495171E1,3.263347926E1
1.073835625E0,-1.753950119E0,-1.306995106E1,2.907795143E1,3.192847038E1
1.076346087E0,-1.672950029E0,-1.288395023E1,2.811300087E1,3.096991691E1
1.078859317E0,-1.552950025E0,-1.245495033E1,2.673600197E1,2.953559281E1
1.081367012E0,-1.360950112E0,-1.186095047E1,2.503800201E1,2.773870718E1
1.083877486E0,-1.249050021E0,-1.128900051E1,2.318505096E1,2.581759568E1
1.086387871E0,-1.098000050E0,-1.087005043E1,2.133900070E1,2.397324658E1
1.088901102E0,-1.000050068E0,-1.045605087E1,1.968000031E1,2.230765591E1
1.091408796E0,-1.009050012E0,-1.021605015E1,1.818105125E1,2.087909211E1
1.093919322E0,-1.086000085E0,-9.970050812E0,1.668494987E1,1.946712258E1
1.096429707E0,-1.081050038E0,-9.763950348E0,1.535805035E1,1.823110271E1
1.098942938E0,-1.131000042E0,-9.613050461E0,1.414395046E1,1.713888080E1
1.101450632E0,-1.165050030E0,-9.465000153E0,1.303095055E1,1.614773178E1
1.103960866E0,-1.171950102E0,-9.390000343E0,1.198500061E1,1.527042282E1
1.106471558E0,-1.183950067E0,-9.378000259E0,1.108005047E1,1.456420767E1
1.108984558E0,-1.194000006E0,-9.333000183E0,1.014600086E1,1.383733580E1
1.111492253E0,-1.230000019E0,-9.349950790E0,9.301050186E0,1.324552809E1
1.114002697E0,-1.273050070E0,-9.364050865E0,8.414999962E0,1.265378716E1
1.116513159E0,-1.227000117E0,-9.393000603E0,7.528950214E0,1.210037524E1
1.119026389E0,-1.206000090E0,-9.406949997E0,6.804000378E0,1.167217056E1
1.121534084E0,-1.167000055E0,-9.465000153E0,5.992050171E0,1.126289404E1
1.124044543E0,-1.153050065E0,-9.469050407E0,5.245050430E0,1.088590805E1
1.126555024E0,-1.138950109E0,-9.466950417E0,4.627050400E0,1.059858259E1
1.129068178E0,-1.078950047E0,-9.448050499E0,3.961050272E0,1.030144217E1
1.131575872E0,-1.042950034E0,-9.393000603E0,3.289050102E0,1.000670054E1
1.134086332E0,-9.900000691E-1,-9.333000183E0,2.716050148E0,9.770461655E0
1.136596817E0,-9.250500202E-1,-9.229950905E0,2.209050179E0,9.535597199E0
1.139109817E0,-8.700000644E-1,-9.133950233E0,1.741950035E0,9.339182882E0
1.141617511E0,-8.460000157E-1,-9.012000084E0,1.309050083E0,9.145789942E0
1.144127971E0,-7.870500088E-1,-8.863950729E0,9.450000525E-1,8.948860003E0
1.146638453E0,-7.320000529E-1,-8.746050835E0,7.099500299E-1,8.805297174E0
1.149151683E0,-7.120500207E-1,-8.590950012E0,4.830000103E-1,8.633928790E0
1.151659378E0,-7.120500207E-1,-8.470950127E0,3.700500131E-1,8.508874678E0
1.154169837E0,-7.240500450E-1,-8.265000343E0,3.679500222E-1,8.304809833E0
1.156680222E0,-6.619500518E-1,-8.064000130E0,4.249500334E-1,8.102274896E0
1.159193529E0,-6.360000372E-1,-7.960950375E0,5.539500117E-1,8.005503578E0
1.161701147E0,-6.190500259E-1,-7.834050179E0,8.779500127E-1,7.907361213E0
1.164211606E0,-6.190500259E-1,-7.699950218E0,1.246050000E0,7.824646759E0
1.166722068E0,-5.830500126E-1,-7.603950500E0,1.701000094E0,7.813668271E0
1.169235308E0,-5.020500422E-1,-7.534950256E0,2.173050165E0,7.858096247E0
1.171743002E0,-4.849500358E-1,-7.465050220E0,2.652000189E0,7.936955105E0
1.174253462E0,-4.750500321E-1,-7.405050278E0,3.157050133E0,8.063957322E0
1.176763923E0,-4.350000322E-1,-7.342950344E0,3.717000246E0,8.241616080E0
1.179276933E0,-3.799500167E-1,-7.306950569E0,4.251000404E0,8.462085622E0
1.181784627E0,-3.750000298E-1,-7.303050518E0,4.831050396E0,8.764372186E0
1.184295087E0,-3.889500201E-1,-7.282950401E0,5.451000214E0,9.105276053E0
1.186805549E0,-4.270500243E-1,-7.318950176E0,6.142950058E0,9.564791625E0
1.189318774E0,-4.129500091E-1,-7.350000381E0,6.885000229E0,1.007949708E1
1.191826469E0,-4.060500264E-1,-7.357950211E0,7.555050373E0,1.055381893E1
1.194336851E0,-4.590000212E-1,-7.420050144E0,8.250000000E0,1.110541873E1
1.196847313E0,-5.620500445E-1,-7.425000191E0,8.986950874E0,1.167098171E1
1.199360534E0,-6.550500393E-1,-7.422000408E0,9.693000793E0,1.222576971E1
1.201868228E0,-8.110500574E-1,-7.362000465E0,1.023900032E1,1.263700837E1
1.204378687E0,-1.026000023E0,-7.135050297E0,1.072095013E1,1.291899340E1
1.206889149E0,-1.294050097E0,-6.888000488E0,1.113195038E1,1.315444547E1
1.209402149E0,-1.507050037E0,-6.727950096E0,1.160595036E1,1.349942947E1
1.211909853E0,-1.705950022E0,-6.486000538E0,1.223895073E1,1.395601603E1
1.214420313E0,-1.914000034E0,-6.105000496E0,1.289505100E1,1.439502579E1
1.216930774E0,-2.127000093E0,-5.695950508E0,1.351905060E1,1.482338391E1
1.219444005E0,-2.269050121E0,-5.322000027E0,1.447500038E1,1.558839019E1
1.221951623E0,-2.367000103E0,-5.064000130E0,1.543500042E1,1.641602951E1
1.224462159E0,-2.362050056E0,-4.780950069E0,1.586100101E1,1.673344308E1
1.226972544E0,-2.284950018E0,-4.471950054E0,1.602195168E1,1.679054107E1
1.229485851E0,-2.230050087E0,-4.185000420E0,1.604100037E1,1.672725455E1
1.231993439E0,-2.178000212E0,-3.850050211E0,1.598805046E1,1.658868075E1
1.234503898E0,-2.134950161E0,-3.499950171E0,1.590195084E1,1.642192753E1
1.237014360E0,-2.125050068E0,-3.297000170E0,1.574595070E1,1.622716893E1
1.239527591E0,-2.056050062E0,-3.105000257E0,1.564095116E1,1.607817532E1
1.242035300E0,-2.034000158E0,-2.896950245E0,1.547595119E1,1.587559582E1
1.244545759E0,-1.978950143E0,-2.808000088E0,1.522395039E1,1.560672206E1
1.247055990E0,-1.858950138E0,-2.715000153E0,1.492695045E1,1.528531227E1
1.249569221E0,-1.711050034E0,-2.662050009E0,1.457805061E1,1.491756556E1
1.252076910E0,-1.584000111E0,-2.710050106E0,1.411995029E1,1.446466122E1
1.254587370E0,-1.438050032E0,-2.800950050E0,1.359795094E1,1.395770679E1
1.257097831E0,-1.249050021E0,-2.923050165E0,1.304295063E1,1.342471264E1
1.259610985E0,-1.162950039E0,-3.085950136E0,1.249695015E1,1.292475547E1
1.262118675E0,-1.036050081E0,-3.283050060E0,1.191300011E1,1.240045923E1
1.264629134E0,-1.002000093E0,-3.424050093E0,1.137705040E1,1.192331326E1
1.267139596E0,-9.250500202E-1,-3.625050068E0,1.085895061E1,1.148536086E1
1.269652826E0,-9.019500613E-1,-3.739950180E0,1.039500046E1,1.108407758E1
1.272160521E0,-8.850000501E-1,-3.811950207E0,9.886950493E0,1.063324878E1
1.274670750E0,-8.580000401E-1,-3.876000166E0,9.480000496E0,1.027764325E1
1.277181211E0,-8.509500623E-1,-3.939000130E0,9.073050499E0,9.927743116E0
1.279694442E0,-8.200500607E-1,-3.973950148E0,8.713950157E0,9.612371675E0
1.282202136E0,-8.200500607E-1,-4.000950336E0,8.331000328E0,9.278235401E0
1.284712605E0,-7.819500566E-1,-4.009950161E0,8.053050041E0,9.030103053E0
1.287223066E0,-7.669500113E-1,-3.961950302E0,7.825950146E0,8.805155206E0
1.289736297E0,-7.530000210E-1,-3.928950071E0,7.539000511E0,8.534646238E0
1.292243991E0,-7.789500356E-1,-3.900000095E0,7.351950169E0,8.358704157E0
1.294754442E0,-7.669500113E-1,-3.847950220E0,7.183950424E0,8.185601805E0
1.297264826E0,-7.600500584E-1,-3.784950256E0,7.030950546E0,8.021084099E0
1.299778057E0,-7.770000100E-1,-3.727950096E0,6.873000145E0,7.857446909E0
1.302285752E0,-7.480500340E-1,-3.666000128E0,6.814950466E0,7.774489414E0
1.304796206E0,-7.339500189E-1,-3.625050068E0,6.733950138E0,7.682822078E0
1.307306668E0,-6.979500055E-1,-3.639000177E0,6.691050529E0,7.648504016E0
1.309819898E0,-6.529500484E-1,-3.594000101E0,6.619050503E0,7.560093257E0
1.312327593E0,-6.550500393E-1,-3.601050138E0,6.600000381E0,7.546963475E0
1.314838033E0,-6.739500165E-1,-3.601050138E0,6.610050201E0,7.557415854E0
1.317348264E0,-6.190500259E-1,-3.631950140E0,6.637950420E0,7.591881884E0
1.319861495E0,-5.380499959E-1,-3.625050068E0,6.696000099E0,7.633276041E0
1.322369189E0,-5.209500194E-1,-3.697050095E0,6.753000259E0,7.716383922E0
1.324879581E0,-5.110500455E-1,-3.769050121E0,6.883050442E0,7.864050760E0
1.327390042E0,-4.470000267E-1,-3.783000231E0,6.985050201E0,7.956244471E0
1.329903273E0,-4.180500209E-1,-3.807000160E0,7.198950291E0,8.154317956E0
1.332410967E0,-4.270500243E-1,-3.883050203E0,7.431000233E0,8.395249553E0
1.334921418E0,-4.369500279E-1,-3.892950296E0,7.677000523E0,8.618719415E0
1.337431880E0,-4.390500188E-1,-3.879000187E0,7.888050556E0,8.801178838E0
1.339944880E0,-4.900500178E-1,-3.864000082E0,8.137050629E0,9.021210483E0
